customer_id,city,account_type,income,total_transactions,total_spend,avg_transaction_amount,max_transaction_amount,avg_distance,fraud_transactions,fraud_rate_pct
981,Chennai,Current,54760652,13,120293.2391,9253.326087,26265.34961,0,2,15.38
982,Ahmedabad,Current,88497816,17,319633.7303,18801.98414,53738.89844,0,3,17.65
983,Ahmedabad,Current,38729528,21,977634.5464,46554.02602,185606.4844,4,1,4.76
984,Hyderabad,Current,42590136,22,561733.9307,25533.36049,157233.25,0,0,0
985,Bangalore,Premium,17524016,16,584206.53,36512.90813,134588.9688,0,2,12.5
986,Chennai,Premium,184513040,15,604427.1699,40295.14466,262136.9531,13,2,13.33
987,Delhi,Current,128129408,17,322725.4245,18983.8485,137595.9844,0,1,5.88
988,Kolkata,Current,36116292,15,803766.2908,53584.41938,223830.0469,6,2,13.33
989,Hyderabad,Current,50475508,21,1074842.918,51182.99608,265155.5938,0,0,0
990,Ahmedabad,Current,27468198,23,950265.3862,41315.88636,136994.6563,13,8,34.78
991,Bangalore,Premium,32847442,30,675522.0104,22517.40035,139890.5469,3,2,6.67
992,Mumbai,Current,32586398,22,953083.4543,43321.9752,198484.4219,4,3,13.64
993,Hyderabad,Current,31150234,18,1113710.785,61872.82137,235829.4531,16,3,16.67
994,Pune,Premium,124130160,18,889879.7187,49437.76215,202429.1094,5,2,11.11
995,Delhi,Premium,38901108,25,1298737.782,51949.51127,264578.8125,4,3,12
996,Ahmedabad,Premium,83159888,19,1256416.672,66127.19324,234721.3438,5,6,31.58
997,Mumbai,Premium,53278080,20,396661.7672,19833.08836,114944.8672,10,2,10
998,Ahmedabad,Current,99343808,24,860600.202,35858.34175,125686.9063,8,0,0
999,Delhi,Premium,25688910,26,352264.6209,13548.63926,197131,3,0,0
1000,Pune,Current,372766592,15,714790.5633,47652.70422,179772.5313,0,0,0
1001,Pune,Premium,94113936,15,336846.2959,22456.41973,124084.7969,13,1,6.67
1002,Delhi,Current,59227840,19,717704.747,37773.93405,204823.6406,10,3,15.79
1003,Ahmedabad,Current,28071686,16,552753.2701,34547.07938,264530.375,0,1,6.25
1004,Mumbai,Premium,112109720,21,831633.8062,39601.60982,205251.3125,14,1,4.76
1005,Mumbai,Current,35479100,17,975324.788,57372.04635,262782.9063,0,2,11.76
1006,Hyderabad,Premium,45331756,21,948625.2952,45172.6331,198569.4063,4,2,9.52
1007,Delhi,Current,190807232,19,243037.8706,12791.46687,60699.07031,0,1,5.26
1008,Kolkata,Current,54467032,22,411604.6452,18709.30206,67385.5625,9,2,9.09
1009,Delhi,Premium,26667962,23,1858167.27,80789.88129,268629.6563,0,4,17.39
1010,Ahmedabad,Premium,33022160,15,929056.8937,61937.12625,255652.7969,0,0,0
1011,Mumbai,Premium,61603000,16,236338.3562,14771.14726,39210.89844,0,1,6.25
1012,Pune,Premium,64456332,20,1700001.767,85000.08833,229942.1406,15,3,15
1013,Pune,Premium,78858392,22,1324728.09,60214.91317,210885.75,0,3,13.64
1014,Hyderabad,Current,205952048,19,899115.9597,47321.89262,192251.9375,5,3,15.79
1015,Hyderabad,Premium,158749792,26,588390.4826,22630.40318,243824.9375,11,2,7.69
1016,Ahmedabad,Premium,16462953,22,617723.5441,28078.34291,149024.1875,4,3,13.64
1017,Kolkata,Current,47175544,25,474002.5216,18960.10086,189404.4375,4,4,16
1018,Ahmedabad,Current,39660364,20,995534.6924,49776.73462,161805.7969,5,3,15
1019,Delhi,Premium,96489648,21,431132.2721,20530.10819,120042.8438,9,2,9.52
1020,Mumbai,Premium,81277424,16,949399.3025,59337.45641,180363.0469,6,3,18.75
1021,Pune,Current,28618728,19,994146.4075,52323.49513,202326.1563,0,0,0
1022,Pune,Premium,81613600,17,1130115.398,66477.37635,241942.7188,5,2,11.76
1023,Ahmedabad,Current,174406512,21,435320.3275,20729.5394,106080.8906,4,2,9.52
1024,Mumbai,Premium,38007460,19,199222.2577,10485.38198,41471.48828,5,3,15.79
1025,Delhi,Current,233666736,16,672602.6195,42037.66372,140303.8125,6,0,0
1026,Ahmedabad,Premium,61859960,24,534128.2216,22255.34256,138898.7656,12,8,33.33
1027,Mumbai,Current,28722798,20,661758.8792,33087.94396,132769.5625,25,2,10
1028,Hyderabad,Premium,289352448,27,470103.1746,17411.22869,86479.78125,3,1,3.7
1029,Ahmedabad,Premium,24414032,23,872269.5599,37924.76347,193715.4375,13,4,17.39
1030,Chennai,Current,40798396,27,722138.6188,26745.87477,193046.1094,7,1,3.7
1031,Kolkata,Premium,25898024,20,1010865.806,50543.29031,193964.3125,0,1,5
1032,Ahmedabad,Premium,30262924,23,500491.3271,21760.49248,241137.375,4,2,8.7
1033,Chennai,Current,65619172,20,529400.8953,26470.04476,121759.6328,15,4,20
1034,Chennai,Current,40508152,21,575141.207,27387.67653,181865.4219,4,3,14.29
1035,Chennai,Premium,188735152,27,545200.7783,20192.62142,92469.85938,7,1,3.7
1036,Hyderabad,Premium,20529682,26,662956.3654,25498.32174,129856.3125,11,1,3.85
1037,Delhi,Current,38565224,18,216670.0378,12037.22432,44874.26172,11,2,11.11
1038,Delhi,Current,249866048,18,401605.1167,22311.39537,149111.0781,5,4,22.22
1039,Mumbai,Current,34651296,23,2018196.746,87747.6846,262376.75,4,1,4.35
1040,Mumbai,Premium,74462840,12,305094.3586,25424.52989,78478.64844,8,2,16.67
1041,Delhi,Current,63824696,18,851427.2205,47301.51225,267112.0625,5,0,0
1042,Hyderabad,Current,17150032,23,1123905.051,48865.43702,237817.5938,4,2,8.7
1043,Mumbai,Premium,22695068,26,270407.6926,10400.29587,62346.76953,0,1,3.85
1044,Ahmedabad,Premium,104431200,23,1128447.577,49062.93811,205769.875,4,4,17.39
1045,Delhi,Premium,888794048,23,757053.9459,32915.38895,156352.3281,4,4,17.39
1046,Chennai,Premium,50206780,25,661360.5589,26454.42236,130040.9766,8,1,4
1047,Pune,Premium,90913552,19,776576.2818,40872.43588,252846.7344,0,2,10.53
1048,Mumbai,Current,124303808,29,887250.1179,30594.83165,167703.375,3,1,3.45
1049,Hyderabad,Premium,17782920,19,404233.3115,21275.43745,87422.5625,5,2,10.53
1050,Mumbai,Premium,44086400,23,643964.6481,27998.46296,168974.7031,8,2,8.7
1051,Pune,Current,19218638,19,604606.5779,31821.39884,183965.4688,10,0,0
1052,Delhi,Premium,698305600,23,1368124.423,59483.67055,244868.9688,4,1,4.35
1053,Chennai,Premium,38347536,28,781121.424,27897.19371,150010.0469,7,4,14.29
1054,Chennai,Current,128710344,12,181433.8301,15119.48584,125116.0703,8,0,0
1055,Bangalore,Premium,66704224,21,532384.5652,25351.64596,121354.2734,4,3,14.29
1056,Delhi,Current,54149684,22,965724.7583,43896.57992,121729.0313,18,4,18.18
1057,Kolkata,Current,20086916,31,1424152.605,45940.40662,212348.5156,0,2,6.45
1058,Bangalore,Current,35340764,27,551677.3737,20432.49532,133717.7188,0,0,0
1059,Mumbai,Premium,112761888,21,771075.0362,36717.85886,147639.6406,4,2,9.52
1060,Hyderabad,Premium,43253984,26,1374939.234,52882.27825,258898.0938,3,2,7.69
1061,Mumbai,Current,93138000,23,1126557.762,48980.77226,269551.8438,0,1,4.35
1062,Pune,Current,51005668,20,628252.1353,31412.60677,171193,0,1,5
1063,Delhi,Premium,70481192,29,1196161.439,41246.94617,193187.1875,3,1,3.45
1064,Chennai,Premium,34374972,16,1187003.324,74187.70774,269362.125,0,2,12.5
1065,Hyderabad,Premium,36721716,27,1796447.723,66535.10087,251044.75,11,7,25.93
1066,Ahmedabad,Current,21121104,21,547867.4069,26088.92414,148154.9688,4,3,14.29
1067,Bangalore,Current,26713328,17,252693.9264,14864.34861,96368.15625,0,0,0
1068,Pune,Current,311264416,19,762670.8102,40140.56896,151977.2031,5,2,10.53
1069,Delhi,Current,46633288,19,1200679.294,63193.64708,242745.1719,5,2,10.53
1070,Chennai,Premium,97709536,19,1248806.077,65726.63565,203701.7969,0,2,10.53
1071,Delhi,Premium,75872128,31,1042391.723,33625.53946,255758.2813,3,5,16.13
1072,Chennai,Premium,72988480,23,1423556.85,61893.7761,221217.7031,4,4,17.39
1073,Pune,Premium,23689494,19,596104.6624,31373.9296,222378.625,5,7,36.84
1074,Pune,Current,59573972,21,1067804.856,50847.85031,175000.9063,0,2,9.52
1075,Hyderabad,Current,230513024,26,643656.2805,24756.01079,103831.0469,3,1,3.85
1076,Delhi,Current,40811452,26,932776.3623,35876.01393,153561.3438,0,2,7.69
1077,Hyderabad,Current,42948192,23,856201.7142,37226.16149,241635.5625,0,1,4.35
1078,Mumbai,Premium,68640800,25,720126.5486,28805.06194,131427.4063,16,4,16
1079,Chennai,Current,25251710,23,458395.3412,19930.23223,125673.7422,4,3,13.04
1080,Ahmedabad,Current,82468168,23,405988.9346,17651.69281,104343.8594,0,1,4.35
1081,Kolkata,Current,199132240,14,1006021.693,71858.69238,203814,0,1,7.14
1082,Hyderabad,Current,446328800,38,3089919.583,81313.67325,265785.7188,5,7,18.42
1083,Pune,Premium,67626288,23,1217394.382,52930.1905,262630.4688,4,3,13.04
1084,Mumbai,Current,68302000,20,740753.9994,37037.69997,201471.9219,0,1,5
1085,Bangalore,Premium,46192012,26,595846.1853,22917.16097,196826.0156,3,0,0
1086,Delhi,Current,26893464,17,731154.8209,43009.10711,183905.1406,5,2,11.76
1087,Chennai,Premium,31023380,32,1283191.667,40099.73958,202383.4063,3,3,9.38
1088,Bangalore,Current,187538336,25,784657.2343,31386.28937,202975.5,4,0,0
1089,Kolkata,Premium,138726224,26,765825.4473,29454.8249,163250.1875,7,1,3.85
1090,Hyderabad,Premium,170777312,20,592641.5614,29632.07807,155168.7031,5,1,5
1091,Kolkata,Current,29706908,23,841188.6595,36573.41998,131568.7969,0,0,0
1092,Pune,Current,37090772,24,1942220.401,80925.85005,271514.625,4,3,12.5
1093,Pune,Premium,171683808,26,1154329.465,44397.2871,181121.9063,11,3,11.54
1094,Mumbai,Current,86132512,20,471243.4169,23562.17084,164777.0156,15,3,15
1095,Delhi,Current,149547552,21,570695.6613,27175.98387,187336.3281,4,2,9.52
1096,Ahmedabad,Premium,130425032,16,489584.7774,30599.04859,276587.375,0,0,0
1097,Pune,Premium,56006384,20,324893.8657,16244.69328,134805.9531,5,3,15
1098,Pune,Premium,29464752,21,423112.9417,20148.23532,67801.17188,14,3,14.29
1099,Bangalore,Premium,28065046,27,1419901.327,52588.93802,273768.75,14,3,11.11
1100,Hyderabad,Current,172446432,26,683209.2141,26277.27747,75728.07813,3,0,0
1101,Ahmedabad,Current,221254480,20,554413.2085,27720.66042,132053.2969,5,2,10
1102,Pune,Current,84195712,21,473255.3842,22535.97067,214620.9375,4,3,14.29
1103,Ahmedabad,Current,44485300,24,757368.5217,31557.02174,192675.0781,0,1,4.17
1104,Mumbai,Premium,164365664,27,1362556.743,50465.06455,178467.7188,3,1,3.7
1105,Mumbai,Premium,89292672,21,260085.2987,12385.01422,41075.55859,0,7,33.33
1106,Hyderabad,Current,46662844,24,425491.1612,17728.79838,199143.7031,8,2,8.33
1107,Hyderabad,Premium,38306888,26,1309319.32,50358.43538,275311.7813,0,3,11.54
1108,Chennai,Premium,90488112,22,870559.7195,39570.89634,230720.2813,13,14,63.64
1109,Mumbai,Current,61855668,22,640878.5413,29130.84278,157999.9063,4,2,9.09
1110,Ahmedabad,Premium,29848244,19,608637.1255,32033.53292,105774.6875,0,1,5.26
1111,Hyderabad,Premium,103965496,21,1521916.577,72472.21795,271050.25,9,2,9.52
1112,Mumbai,Premium,95958248,21,736248.0221,35059.42963,174676.9688,4,2,9.52
1113,Kolkata,Current,116729376,28,933950.2498,33355.36606,172586.2031,0,3,10.71
1114,Mumbai,Current,26917400,28,949447.1572,33908.82704,112954.1563,0,2,7.14
1115,Bangalore,Premium,134732448,27,871504.683,32277.95122,184380.1563,3,1,3.7
1116,Hyderabad,Current,60204300,18,644503.9814,35805.77675,111249.5,0,1,5.56
1117,Bangalore,Premium,34034844,18,498455.3798,27691.96554,174035.0469,0,0,0
1118,Mumbai,Current,303871904,18,1068093.632,59338.53511,240213.2813,0,3,16.67
1119,Mumbai,Premium,56271360,18,757291.8832,42071.77129,136894.6406,5,1,5.56
1120,Mumbai,Current,107791616,22,1343342.806,61061.03665,246567.5156,13,4,18.18
1121,Kolkata,Current,926313600,13,133112.8923,10239.45325,57704.76172,7,1,7.69
1122,Kolkata,Premium,17209380,26,447468.3397,17210.32076,133449.0313,3,0,0
1123,Pune,Current,50248580,22,912626.7206,41483.03275,167519.75,0,1,4.55
1124,Mumbai,Current,309878912,30,973808.7737,32460.29246,130925.9297,3,1,3.33
1125,Bangalore,Current,34580420,25,804641.3601,32185.6544,222717.3281,12,0,0
1126,Bangalore,Current,19790970,29,1635056.572,56381.2611,243925.3125,6,2,6.9
1127,Chennai,Current,102372720,27,1089591.64,40355.24591,199383.5938,3,0,0
1128,Pune,Premium,47273424,29,842130.9561,29038.99848,125026.5,6,2,6.9
1129,Chennai,Premium,44879704,24,767115.7222,31963.15509,140949.9844,4,1,4.17
1130,Chennai,Current,14999032,24,577931.1555,24080.46481,263148.3438,12,2,8.33
1131,Pune,Premium,33039254,25,1416894.644,56675.78577,256292.6406,12,6,24
1132,Mumbai,Premium,60178768,16,698829.291,43676.83069,157463.5469,6,2,12.5
1133,Pune,Current,178076848,20,469045.3161,23452.2658,186304.0625,5,1,5
1134,Delhi,Premium,81889104,14,798184.4316,57013.17369,167509.0313,7,1,7.14
1135,Ahmedabad,Premium,34691664,21,610328.8127,29063.2768,131742.5469,9,1,4.76
1136,Hyderabad,Current,51771588,24,583338.4005,24305.76669,63946.03906,0,1,4.17
1137,Mumbai,Current,201688560,21,271958.132,12950.38724,49911.91016,14,1,4.76
1138,Bangalore,Premium,240528304,24,473281.5251,19720.06355,102650,4,3,12.5
1139,Bangalore,Current,61472248,26,1838169.383,70698.82243,271609.4375,3,3,11.54
1140,Chennai,Current,105515848,20,921674.5559,46083.7278,126768.9688,20,4,20
1141,Bangalore,Premium,18317632,25,733614.8081,29344.59232,152224.6875,4,2,8
1142,Mumbai,Current,27610140,21,1151652.046,54840.57362,263344.3125,0,1,4.76
1143,Bangalore,Premium,206821872,28,1356452.765,48444.74159,260300.875,3,2,7.14
1144,Bangalore,Current,37416616,26,1123539.238,43213.04763,269768.5625,0,3,11.54
1145,Hyderabad,Current,152113488,23,206393.1233,8973.614056,58864.19141,0,0,0
1146,Pune,Premium,36257636,20,1406211.722,70310.5861,266739.6875,10,2,10
1147,Hyderabad,Premium,49808620,19,485406.0565,25547.68718,197755.0469,0,0,0
1148,Mumbai,Premium,41764600,22,783774.6625,35626.12102,230951.5313,0,4,18.18
1149,Pune,Current,70517168,16,889448.0769,55590.50481,195477.4063,6,6,37.5
1150,Ahmedabad,Premium,124329472,25,768932.6571,30757.30629,201813.5156,4,2,8
1151,Mumbai,Current,257175792,25,676300.5994,27052.02397,115681.1016,0,1,4
1152,Mumbai,Premium,46962752,27,1883460.002,69757.77786,224671.3438,0,1,3.7
1153,Kolkata,Current,361426048,23,1132683.077,49247.09032,205112.6875,4,1,4.35
1154,Delhi,Current,35282672,17,437298.4255,25723.4368,104675.6563,5,3,17.65
1155,Mumbai,Current,55583452,21,1313201.351,62533.39765,210053.75,4,1,4.76
1156,Chennai,Current,35011308,17,745724.0742,43866.12201,166353.6719,5,8,47.06
1157,Mumbai,Premium,33559512,30,978828.3576,32627.61192,148238.6094,3,1,3.33
1158,Bangalore,Premium,73745920,19,528369.917,27808.943,152310.2969,5,1,5.26
1159,Hyderabad,Current,51824400,13,229725.2899,17671.17615,68516.89844,0,0,0
1160,Chennai,Current,334617504,27,747632.9413,27690.10894,264367.5313,0,3,11.11
1161,Hyderabad,Current,76985800,24,1687224.705,70301.02936,196608.0156,0,5,20.83
1162,Pune,Current,57400528,20,568523.7648,28426.18824,183826.9063,0,1,5
1163,Bangalore,Current,54171176,21,1340172.626,63817.74411,179727.7031,0,0,0
1164,Hyderabad,Premium,80550232,15,421440.777,28096.0518,123352.2188,0,1,6.67
1165,Bangalore,Current,106269960,25,1054390.849,42175.63395,276192.75,0,3,12
1166,Bangalore,Premium,50076816,28,1205675.122,43059.82578,209525.3906,3,1,3.57
1167,Kolkata,Current,56069736,15,573347.522,38223.16813,128830.2578,0,3,20
1168,Delhi,Premium,35645488,16,347163.4518,21697.71573,207935.8125,0,1,6.25
1169,Delhi,Current,50454636,26,796779.839,30645.37842,144706.3125,3,3,11.54
1170,Ahmedabad,Current,98611560,17,1318721.988,77571.88166,278052.9375,11,12,70.59
1171,Chennai,Current,97493672,22,379591.4977,17254.15899,62130.42969,9,3,13.64
1172,Bangalore,Current,97332584,28,1292440.318,46158.58278,272591.5313,3,3,10.71
1173,Bangalore,Current,17006164,25,595269.3466,23810.77387,177455.375,0,1,4
1174,Kolkata,Current,58372732,14,878709.6429,62764.9745,179224.8594,14,3,21.43
1175,Mumbai,Premium,72934864,20,1125891.782,56294.58909,201375.1875,5,1,5
1176,Chennai,Current,25251092,13,362408.9023,27877.60787,123210.0938,0,3,23.08
1177,Chennai,Premium,28732202,14,143606.0186,10257.57276,48265.91016,7,1,7.14
1178,Kolkata,Current,71436680,20,660601.4475,33030.07238,182668.9063,10,6,30
1179,Bangalore,Current,21479728,34,2555856.16,75172.24001,220749.1406,8,2,5.88
1180,Delhi,Current,44029272,28,1112861.125,39745.04018,267002.875,3,1,3.57
1181,Kolkata,Premium,21677248,24,364942.1082,15205.92118,77031.65625,4,2,8.33
1182,Bangalore,Current,102403888,24,490416.4482,20434.01868,122326.6406,8,5,20.83
1183,Pune,Current,53491856,24,467031.8887,19459.66203,116390.6328,0,0,0
1184,Mumbai,Current,36702312,29,554750.933,19129.34252,85831.61719,0,1,3.45
1185,Mumbai,Current,90532936,23,1332644.629,57941.07082,274447.4688,0,3,13.04
1186,Kolkata,Premium,35594304,25,878011.1146,35120.44458,167043.1875,0,0,0
1187,Mumbai,Current,43903972,16,1114829.365,69676.83531,269845.9375,12,2,12.5
1188,Ahmedabad,Current,67616624,27,1024395.001,37940.55559,175121.1563,7,9,33.33
1189,Chennai,Current,94199376,25,1457939.058,58317.56234,225756.9063,4,2,8
1190,Mumbai,Current,55585472,13,410817.8116,31601.37013,104105.8594,7,1,7.69
1191,Mumbai,Current,45733308,25,663641.3906,26545.65563,167816.0156,8,2,8
1192,Kolkata,Current,264620624,26,1182112.038,45465.84763,235519.2813,0,0,0
1193,Mumbai,Current,76707064,25,875641.0735,35025.64294,183389.2344,4,2,8
1194,Mumbai,Current,94606176,29,1781531.143,61432.10838,218868.9063,0,2,6.9
1195,Bangalore,Current,39739024,24,657311.3197,27387.97165,164384.9531,8,1,4.17
1196,Mumbai,Current,138400448,21,302599.242,14409.48771,64758.08984,9,1,4.76
1197,Hyderabad,Current,53207700,28,1268902.572,45317.949,123065.9766,7,3,10.71
1198,Delhi,Premium,166093840,19,439374.8251,23124.99079,99995.22656,5,3,15.79
1199,Ahmedabad,Current,80657408,19,1385050.457,72897.39248,277323.6563,5,6,31.58
1200,Kolkata,Premium,24491050,17,881895.3168,51876.19511,183380.1875,0,2,11.76
1201,Hyderabad,Premium,35753200,25,930222.3845,37208.89538,123463.1563,12,2,8
1202,Hyderabad,Current,302795456,28,1872818.051,66886.35898,241404.5156,0,2,7.14
1203,Mumbai,Current,112149224,25,792683.6926,31707.34771,133957.9219,0,1,4
1204,Chennai,Current,77716192,25,886659.8423,35466.39369,173614.2656,4,0,0
1205,Delhi,Current,52398020,18,529706.0409,29428.11338,109865.2734,11,1,5.56
1206,Kolkata,Premium,53265456,24,1419470.728,59144.61366,272362.3438,12,4,16.67
1207,Chennai,Premium,227797824,21,639816.1316,30467.43484,76533.24219,0,2,9.52
1208,Chennai,Current,206844288,18,766672.1873,42592.89929,143718.7344,5,1,5.56
1209,Pune,Premium,98232200,21,1619400.751,77114.32149,264176.6875,4,4,19.05
1210,Bangalore,Current,57746780,33,1042442.018,31589.15205,135714.6875,3,2,6.06
1211,Kolkata,Premium,86426008,20,803967.8889,40198.39445,202465.5156,0,0,0
1212,Mumbai,Premium,181570576,19,506443.8042,26654.93706,205636.9219,5,2,10.53
1213,Chennai,Premium,462883968,18,719200.62,39955.59,174310.5156,5,2,11.11
1214,Kolkata,Premium,58344796,13,418223.0342,32171.00263,193228.0156,0,1,7.69
1215,Chennai,Premium,46449144,24,414755.1683,17281.46535,90710.47656,0,0,0
1216,Delhi,Current,49995664,28,1361273.489,48616.91032,204953.9063,10,1,3.57
1217,Bangalore,Current,36942472,37,1547374.35,41820.92837,275589.5938,8,4,10.81
1218,Delhi,Premium,55342656,14,1168863.31,83490.2364,190785.4063,0,2,14.29
1219,Bangalore,Premium,67519936,25,932761.3127,37310.45251,242247.6563,8,2,8
1220,Ahmedabad,Current,134397264,15,156378.5806,10425.2387,32730.2793,0,0,0
1221,Pune,Premium,691825536,21,719409.9755,34257.61788,176020.1563,4,0,0
1222,Kolkata,Current,68628392,13,711263.2694,54712.55919,239981.9844,0,0,0
1223,Hyderabad,Premium,30455546,12,936327.2958,78027.27465,275424.9688,16,2,16.67
1224,Pune,Current,63557908,21,1030041.989,49049.61852,254866.8438,4,2,9.52
1225,Mumbai,Current,490280736,21,877706.8203,41795.56287,263534.6563,19,5,23.81
1226,Bangalore,Current,142308928,25,334858.947,13394.35788,151477.0469,0,8,32
1227,Delhi,Premium,29877806,20,208804.0387,10440.20193,46958.05859,0,0,0
1228,Hyderabad,Current,62026376,18,395501.8291,21972.32384,93820.75781,5,2,11.11
1229,Mumbai,Current,169350912,25,857018.2595,34280.73038,233514.7031,0,10,40
1230,Chennai,Current,89145112,17,730923.8727,42995.52193,93818.32813,5,1,5.88
1231,Chennai,Premium,165535152,25,1146725.613,45869.02451,172359.8438,8,5,20
1232,Chennai,Premium,61099632,28,766826.4692,27386.65961,125548.6563,3,4,14.29
1233,Pune,Current,476378720,25,1097871.76,43914.8704,228309.4531,12,5,20
1234,Kolkata,Current,74706664,28,1134660.8,40523.60001,183067.1094,3,1,3.57
1235,Delhi,Current,27464176,22,470527.1764,21387.59893,127400.5703,4,2,9.09
1236,Mumbai,Current,127953320,18,565440.3395,31413.3522,114567.7188,11,2,11.11
1237,Chennai,Premium,43118348,23,539518.912,23457.344,181691.7344,0,1,4.35
1238,Delhi,Current,113116912,19,688481.3468,36235.86036,169506.6563,10,1,5.26
1239,Delhi,Current,9031684,24,967458.2228,40310.75928,190089.7344,8,2,8.33
1240,Delhi,Premium,22343000,19,370832.9319,19517.52273,69198.88281,10,1,5.26
1241,Hyderabad,Current,41937620,25,595404.6273,23816.18509,101111.1172,4,0,0
1242,Bangalore,Current,22460068,20,321291.008,16064.5504,121054.9063,5,2,10
1243,Bangalore,Current,22687034,22,1291342.188,58697.37219,273009.8438,0,0,0
1244,Delhi,Current,85709896,17,762863.912,44874.34776,207199.9688,11,2,11.76
1245,Chennai,Premium,22772092,29,740055.9518,25519.17075,185016.4531,3,3,10.34
1246,Kolkata,Premium,76662424,22,482765.9666,21943.90757,98822.46875,0,1,4.55
1247,Delhi,Current,15867739,27,640531.9918,23723.4071,174923.8906,7,4,14.81
1248,Mumbai,Premium,116285240,18,650674.739,36148.59661,255624.1563,0,3,16.67
1249,Hyderabad,Current,168200624,32,1005873.595,31433.54984,155458.1406,9,4,12.5
1250,Kolkata,Current,69530936,28,1657414.586,59193.37808,261152.2031,0,0,0
1251,Mumbai,Current,18711054,21,1064287.419,50680.35329,244159.625,0,1,4.76
1252,Chennai,Current,28106888,31,1160761.608,37443.92283,254635.875,9,5,16.13
1253,Chennai,Current,55039420,30,1960562.897,65352.09656,262085.9375,0,9,30
1254,Kolkata,Current,352103840,22,925993.1816,42090.59916,221153.7344,9,2,9.09
1255,Ahmedabad,Current,367993760,17,1179866.998,69403.94106,252162.125,11,4,23.53
1256,Mumbai,Current,11834630,18,107301.2301,5961.17945,19106.56055,5,0,0
1257,Mumbai,Premium,72792808,21,528305.5318,25157.40628,192666.4063,0,1,4.76
1258,Pune,Current,113883848,29,531065.3938,18312.59979,201478.7344,6,3,10.34
1259,Delhi,Current,16613282,28,1628413.537,58157.62632,263932,0,2,7.14
1260,Pune,Current,94454528,24,582148.2454,24256.17689,272260.625,25,2,8.33
1261,Kolkata,Current,183657216,26,869215.4124,33431.36202,119309.6406,7,3,11.54
1262,Kolkata,Current,97513392,27,1093265.122,40491.30082,258743.0313,7,2,7.41
1263,Pune,Current,205901248,19,845835.9189,44517.67994,247659.8906,5,3,15.79
1264,Pune,Premium,88088328,18,589408.6493,32744.92496,175446.2813,16,2,11.11
1265,Chennai,Premium,79725656,27,741042.7664,27446.02838,125745.3906,3,2,7.41
1266,Kolkata,Current,84155760,20,884396.9312,44219.84656,137625.4531,5,1,5
1267,Delhi,Current,233555648,22,1347725.23,61260.23774,252539.1094,9,3,13.64
1268,Mumbai,Current,88666824,23,697309.2664,30317.79419,125592.7188,0,0,0
1269,Ahmedabad,Premium,99400024,23,571813.9931,24861.47796,188856.9375,0,2,8.7
1270,Mumbai,Premium,58182128,27,1135777.546,42065.83502,207316.2969,0,1,3.7
1271,Kolkata,Premium,74189536,18,189878.3745,10548.79859,68926.59375,16,3,16.67
1272,Hyderabad,Current,68200536,16,594188.2709,37136.76693,156391.7188,0,1,6.25
1273,Pune,Current,100467128,23,534743.6193,23249.72258,121439.8672,4,7,30.43
1274,Kolkata,Current,39871108,23,1134551.626,49328.33157,208134.875,0,1,4.35
1275,Ahmedabad,Premium,38515552,28,675262.306,24116.51093,194243.375,7,10,35.71
1276,Kolkata,Current,342419616,22,671433.9175,30519.72352,153938.0469,4,1,4.55
1277,Hyderabad,Current,354581248,22,915549.3423,41615.87919,194136.2344,13,5,22.73
1278,Pune,Premium,71277616,26,1501394.992,57745.96125,227679.9531,0,2,7.69
1279,Delhi,Current,161028032,17,507238.3665,29837.55097,128858.4219,11,1,5.88
1280,Kolkata,Premium,39909756,20,974056.9033,48702.84517,173523.375,15,7,35
1281,Mumbai,Current,16565761,20,276124.7632,13806.23816,108070.4531,15,5,25
1282,Mumbai,Premium,99663680,20,1278517.536,63925.87681,247052.1563,5,1,5
1283,Chennai,Premium,172687584,18,1013275.797,56293.09981,198586.1875,0,3,16.67
1284,Bangalore,Current,21348876,22,321892.6266,14631.48303,103724.6563,0,0,0
1285,Chennai,Current,22922218,22,1686642.763,76665.58014,277956.625,0,2,9.09
1286,Pune,Premium,63780372,29,1387110.234,47831.38739,199714.8125,10,4,13.79
1287,Chennai,Current,95357168,25,684890.49,27395.6196,207214.9375,12,3,12
1288,Chennai,Current,35778852,22,773600.8229,35163.67377,183801.4844,0,0,0
1289,Chennai,Premium,293637344,22,1076328.622,48924.02828,258542.4219,4,3,13.64
1290,Pune,Current,32095548,18,676311.2682,37572.84823,250283.8906,0,3,16.67
1291,Delhi,Current,87520160,19,1074323.749,56543.3552,191695.4844,0,1,5.26
1292,Bangalore,Current,482077280,28,1322019.023,47214.96511,250694.9844,3,1,3.57
1293,Ahmedabad,Current,69108368,25,1197468.539,47898.74157,207411.8594,12,2,8
1294,Kolkata,Current,29250680,15,470470.278,31364.6852,130213.9375,0,2,13.33
1295,Delhi,Current,33612768,25,693279.5718,27731.18287,95034.71094,8,2,8
1296,Ahmedabad,Premium,146913280,24,518343.1663,21597.63193,135317.8125,0,2,8.33
1297,Delhi,Premium,37653456,20,760263.0924,38013.15462,194261.1875,10,1,5
1298,Mumbai,Current,34294700,33,797050.314,24153.03982,194703.1719,3,1,3.03
1299,Bangalore,Current,70985992,15,827214.7627,55147.65084,237136.2031,13,4,26.67
1300,Ahmedabad,Premium,17869878,33,592548.8158,17956.02472,114299.25,9,2,6.06
1301,Hyderabad,Premium,40295412,25,942401.1657,37696.04663,136533.7031,8,6,24
